features_id,bedrooms,squareFootage,features,bathrooms,lotSize
307,3.0,656.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 2, 'foundationType': 'Stone', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,5663.0
308,0.0,2453.0,{},0.0,10019.0
309,0.0,2107.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Other', 'roomCount': 6, 'unitCount': 1}",2.0,6398.0
310,3.0,1523.0,unknown,2.0,0.0
311,3.0,882.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",1.0,3485.0
312,3.0,1644.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5}",2.0,8576.0
313,3.0,948.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Tile', 'roomCount': 6, 'unitCount': 1}",1.0,9583.0
314,1.0,600.0,{},1.0,0.0
315,3.0,1939.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,0.0
316,3.0,1064.0,"{'architectureType': 'Colonial', 'exteriorType': 'Other', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 6, 'unitCount': 1}",1.0,5000.0
317,3.0,1408.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 7, 'unitCount': 1}",1.0,5000.0
318,4.0,2797.0,unknown,2.5,7362.0
319,1.0,1068.0,"{'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roomCount': 3, 'unitCount': 101, 'viewType': 'Average'}",1.0,1067.0
320,3.0,2330.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Asphalt', 'unitCount': 1}",3.0,10846.0
321,4.0,2246.0,unknown,3.0,2825.0
322,2.0,876.0,"{'floorCount': 1, 'foundationType': 'Crawl / Raised', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5}",1.0,5000.0
323,3.0,2355.0,unknown,3.0,54014.0
324,1.0,1272.0,unknown,1.5,11029.0
325,3.0,1220.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,7005.0
326,3.0,2314.0,"{'architectureType': 'Raised Ranch', 'cooling': True, 'coolingType': 'Evaporative', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",3.0,0.0
327,4.0,2859.0,unknown,3.0,22651.0
328,0.0,1943.0,"{'floorCount': 1, 'unitCount': 1}",0.0,12632.0
329,0.0,1369.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Metal'}",0.0,57499.0
330,3.0,1763.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",2.0,6360.0
331,3.0,1299.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,4095.0
332,2.0,1030.0,"{'architectureType': 'Single Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 5, 'unitCount': 1}",2.0,4356.0
333,4.0,7041.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 4, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'pool': True, 'poolType': 'Pool, Gunite', 'roomCount': 12, 'unitCount': 1}",5.5,37753.0
334,3.0,2150.0,unknown,2.0,0.0
335,2.0,650.0,unknown,1.0,0.0
336,1.0,745.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,157034.0
337,3.0,1585.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Garage', 'heating': True, 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",2.0,33124.0
338,3.0,924.0,"{'heating': True, 'heatingType': 'Forced Air'}",2.5,86249.0
339,0.0,1927.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,6400.0
340,2.0,967.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Package', 'fireplace': True, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",1.0,0.0
341,2.0,1019.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 4, 'unitCount': 1, 'pool': True}",2.0,2260.0
342,3.0,1640.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 4}",2.5,1742.0
343,0.0,2285.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Concrete Tile', 'roomCount': 9, 'unitCount': 1}",2.0,14288.0
344,3.0,1021.0,"{'architectureType': 'Conventional', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Floor / Wall', 'roomCount': 7, 'unitCount': 1}",1.0,5455.0
345,2.0,1062.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Pier', 'heating': True, 'heatingType': 'Electric', 'roofType': 'Asphalt', 'roomCount': 4, 'unitCount': 1}",2.0,10890.0
346,2.0,583.0,unknown,1.0,4792.0
347,5.0,3356.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'OTHER', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 9, 'unitCount': 1}",4.0,13068.0
348,0.0,910.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,17843.0
349,3.0,1456.0,"{'architectureType': 'Ranch', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Masonry', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2.0,12632.0
350,3.0,1850.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Wood Shingle'}",2.0,18731.0
351,2.0,930.0,"{'floorCount': 1, 'heating': True, 'heatingType': 'Electric', 'unitCount': 1}",1.0,1540.0
352,4.0,2297.0,"{'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 11, 'unitCount': 1}",3.0,8250.0
353,3.0,2202.0,unknown,2.5,0.0
354,4.0,4120.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",4.5,43560.0
355,3.0,1781.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5}",2.0,11979.0
356,3.0,1445.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 2, 'foundationType': 'OTHER', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}",2.0,9120.0
357,3.0,1281.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Tile', 'unitCount': 1}",2.0,7405.0
358,1.0,793.0,unknown,1.0,0.0
359,3.0,1571.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}",2.0,12197.0
360,3.0,1440.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 6}",2.0,7179.0
361,0.0,2821.0,"{'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'roofType': 'Concrete', 'cooling': True, 'coolingType': 'Refrigeration'}",4.0,9031.0
362,0.0,1636.0,"{'architectureType': 'Ranch', 'fireplace': True, 'garage': True, 'garageType': 'Garage', 'unitCount': 1}",2.5,20430.0
363,2.0,1025.0,"{'architectureType': 'Conventional', 'exteriorType': 'Metal', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle'}",1.0,0.0
364,4.0,2551.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'foundationType': 'Concrete', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.5,6055.0
365,3.0,1904.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2.0,10019.0
366,5.0,3045.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Tile', 'unitCount': 1}",4.0,11761.0
367,3.0,1585.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 2, 'foundationType': 'Block', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}",2.0,7841.0
368,2.0,902.0,"{'architectureType': 'Condo / Apartment', 'unitCount': 1}",2.0,43560.0
369,3.0,1462.0,unknown,1.0,30492.0
370,3.0,1050.0,"{'cooling': True, 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'roofType': 'Shingle', 'roomCount': 6, 'unitCount': 1}",1.0,0.0
371,0.0,0.0,{},0.0,108900.0
372,1.0,810.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 4, 'unitCount': 1}",0.0,10062.0
373,3.0,1458.0,"{'architectureType': 'Colonial', 'cooling': True, 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Gas', 'roomCount': 4, 'coolingType': 'Commercial'}",1.5,4639.0
374,3.0,1350.0,"{'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Asphalt', 'roomCount': 6}",2.5,21780.0
375,2.0,922.0,unknown,1.5,0.0
376,2.0,1485.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1, 'viewType': 'Golf Course'}",2.0,15000.0
377,2.0,1236.0,"{'garage': True, 'garageSpaces': 1}",2.0,0.0
378,4.0,2811.0,"{'cooling': True, 'coolingType': 'Wall', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Prefab', 'foundationType': 'Footing', 'garage': True, 'garageType': 'Garage', 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",3.0,7841.0
379,3.0,2252.0,unknown,2.0,0.0
380,0.0,2744.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.5,6675.0
381,2.0,1220.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'OTHER', 'floorCount': 2, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 4}",1.5,0.0
382,4.0,3040.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood', 'unitCount': 1}",2.5,16070.0
383,2.0,1200.0,"{'architectureType': 'Other', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",2.0,4402.0
384,4.0,2464.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",2.0,9527.0
385,3.0,1684.0,"{'architectureType': 'Colonial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",2.0,22216.0
386,3.0,1801.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 8, 'unitCount': 1}",2.0,5818.0
387,3.0,1778.0,"{'architectureType': 'Mobile Home', 'exteriorType': 'OTHER', 'floorCount': 1, 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Asphalt'}",1.5,26572.0
388,0.0,1615.0,"{'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",0.0,47045.0
389,3.0,1843.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'pool': True, 'poolType': 'Community Pool'}",2.0,1742.0
390,0.0,1449.0,"{'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'unitCount': 1}",0.0,12502.0
391,3.0,1836.0,unknown,2.5,0.0
392,4.0,1912.0,{},3.0,7078.0
393,2.0,795.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'foundationType': 'Slab', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Wood Shake / Shingle', 'roomCount': 4, 'unitCount': 1}",1.0,2014.0
394,0.0,0.0,unknown,0.0,958320.0
395,3.0,858.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5}",1.0,10872.0
396,2.0,1068.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 5, 'unitCount': 1}",1.0,1067.0
397,5.0,3712.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}",4.0,10498.0
398,4.0,1738.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 1}",2.5,3625.0
399,3.0,0.0,unknown,2.0,0.0
400,2.0,1500.0,{},1.0,8712.0
401,3.0,1470.0,unknown,2.5,0.0
402,4.0,4210.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 9, 'unitCount': 1}",2.5,79200.0
403,3.0,2184.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Electric', 'roomCount': 5, 'unitCount': 1}",2.5,6987.0
404,4.0,1454.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'floorCount': 2, 'heating': True, 'heatingType': 'Oil', 'unitCount': 1}",2.0,5306.0
405,4.0,2491.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,9056.0
406,3.0,1030.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'roomCount': 5, 'unitCount': 1, 'garage': True, 'garageType': 'Garage'}",2.0,11251.0
407,0.0,1330.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2.0,7048.0
