location_id,addressLine1,city,state,zipCode,formattedAddress,county,longitude,latitude,addressLine2
331,420 Cove Tower Dr,Naples,FL,34110,"420 Cove Tower Dr, Apt 904, Naples, FL 34110",Collier,-81.813358,26.291315,Apt 904
332,5288 Road,Alpaugh,CA,93201,"5288 Road, 34, Alpaugh, CA 93201",Tulare County,-119.495988,35.885742,34
333,2012 Sotlich Rd,Ely,MN,55731,"2012 Sotlich Rd, Ely, MN 55731",St. Louis County,-91.895087,47.870496,unknown
334,7215 Echo Ridge Dr,Converse,TX,78109,"7215 Echo Ridge Dr, Converse, TX 78109",Bexar,-98.34155,29.528497,unknown
335,1511 E Tulpehocken St,Philadelphia,PA,19138,"1511 E Tulpehocken St, Philadelphia, PA 19138",Philadelphia,-75.162232,40.059816,unknown
336,12104 Innes View Rd,Austin,TX,78754,"12104 Innes View Rd, Austin, TX 78754",Travis,-97.610142,30.362597,unknown
337,7994 Bates Rd S,Salem,OR,97306,"7994 Bates Rd S, Salem, OR 97306",Marion County,-123.077069,44.839968,unknown
338,409 Palmer St,Fredericksburg,VA,22401,"409 Palmer St, Fredericksburg, VA 22401",Fredericksburg City,-77.459937,38.288883,unknown
339,17209 Avondale Cir,Diberville,MS,39540,"17209 Avondale Cir, Diberville, MS 39540",Harrison,-88.915712,30.510965,unknown
340,20 Ivy Ct,Lafayette,IN,47905,"20 Ivy Ct, Lafayette, IN 47905",Tippecanoe,-86.856257,40.434194,unknown
341,5210 Lacey Oak Meadow Dr,Katy,TX,77494,"5210 Lacey Oak Meadow Dr, Katy, TX 77494",Fort Bend,-95.798114,29.719631,unknown
342,30335 Polson Ln,Castaic,CA,91384,"30335 Polson Ln, Castaic, CA 91384",Los Angeles,-118.624032,34.469395,unknown
343,2007 Texoma Pkwy,Sherman,TX,75090,"2007 Texoma Pkwy, Ste 180, Sherman, TX 75090",Grayson,-96.601626,33.657866,Ste 180
344,6461 N Nokomis Ave,Chicago,IL,60646,"6461 N Nokomis Ave, Chicago, IL 60646",Cook,-87.757706,41.998792,unknown
345,Grandview Dr,Porto Cima,MO,65079,"Grandview Dr, Lot 589, Porto Cima, MO 65079",Camden,-92.665633,38.180097,Lot 589
346,81 Salem Rd,Billerica,MA,1821,"81 Salem Rd, Unit 72, Billerica, MA 01821",Middlesex,-71.265545,42.574145,Unit 72
347,275 E Church St,Beaumont,TX,77705,"275 E Church St, Beaumont, TX 77705",Jefferson,-94.083995,30.051887,unknown
348,762 Main St,Sanford,ME,4073,"762 Main St, Sanford, ME 04073",York,-70.785942,43.446246,unknown
349,9S240 Lake Dr,Willowbrook,IL,60527,"9S240 Lake Dr, Apt 106, Willowbrook, IL 60527",Dupage,-87.947807,41.74304,Apt 106
350,591 Lamont Dr,Lexington,KY,40503,"591 Lamont Dr, Lexington, KY 40503",Fayette,-84.537932,38.0107,unknown
351,1 Karen,Denison,TX,75021,"1 Karen, Denison, TX 75021",Grayson,-96.52661,33.714089,unknown
352,1175 Superior St,Benton Harbor,MI,49022,"1175 Superior St, Benton Harbor, MI 49022",Berrien,-86.447358,42.096743,unknown
353,31 Kylewood Rd,Lawrenceburg,TN,38464,"31 Kylewood Rd, Lawrenceburg, TN 38464",Lawrence County,-87.316529,35.216355,unknown
354,1615 Lovers Ln,Van Buren,AR,72956,"1615 Lovers Ln, Van Buren, AR 72956",Crawford,-94.369609,35.460839,unknown
355,2284 Peach Tree Dr,Fairfield,CA,94533,"2284 Peach Tree Dr, Apt 6, Fairfield, CA 94533",Solano,-122.037814,38.270339,Apt 6
356,125 Finchley Ln,Folsom,CA,95630,"125 Finchley Ln, Folsom, CA 95630",Sacramento,-121.12275,38.667401,unknown
357,5835 155th St,Flushing,NY,11355,"5835 155th St, Flushing, NY 11355",Queens,-73.812774,40.741082,unknown
358,2233 State St,Quincy,IL,62301,"2233 State St, Quincy, IL 62301",Adams,-91.379902,39.926471,unknown
359,1239 Charles Ave,Saint Paul,MN,55104,"1239 Charles Ave, Saint Paul, MN 55104",Ramsey,-93.15253,44.9578,unknown
360,4 Shale Ct,Windsor,NJ,8520,"4 Shale Ct, East, Windsor, NJ 08520",Mercer County,-74.522422,40.278403,East
361,8113 Bonelli Ct,Antelope,CA,95843,"8113 Bonelli Ct, Antelope, CA 95843",Sacramento,-121.38671,38.716433,unknown
362,3237 Southampton Dr,Mesquite,TX,75181,"3237 Southampton Dr, Mesquite, TX 75181",Dallas,-96.547176,32.720837,unknown
363,232 Winter Park St,Davenport,FL,33897,"232 Winter Park St, Davenport, FL 33897",Polk,-81.681229,28.345754,unknown
364,241 Dodd Rd,Guntersville,AL,35976,"241 Dodd Rd, Guntersville, AL 35976",Marshall,-86.427915,34.368046,unknown
365,5284 Reed Dr,The Colony,TX,75056,"5284 Reed Dr, The Colony, TX 75056",Denton,-96.874873,33.101654,unknown
366,6700 Auburn St,Bakersfield,CA,93306,"6700 Auburn St, Apt 44, Bakersfield, CA 93306",Kern,-118.922008,35.399297,Apt 44
367,6222 Deloache Ave,Dallas,TX,75225,"6222 Deloache Ave, Dallas, TX 75225",Dallas,-96.79891,32.870334,unknown
368,108 Thrift St,Gaithersburg,MD,20878,"108 Thrift St, Gaithersburg, MD 20878",Montgomery,-77.243128,39.115656,unknown
369,4849 State St,Salem,OR,97301,"4849 State St, Unit 8, Salem, OR 97301",Marion,-122.965651,44.92986,Unit 8
370,2309 Millhaven St SE,Smyrna,GA,30080,"2309 Millhaven St SE, Smyrna, GA 30080",Cobb,-84.49065,33.836062,unknown
371,8830 Dogwood Dr,Kannapolis,NC,28081,"8830 Dogwood Dr, Kannapolis, NC 28081",Rowan,-80.728399,35.516633,unknown
372,12482 Meinert Ave,Brooksville,FL,34613,"12482 Meinert Ave, Brooksville, FL 34613",Hernando,-82.514536,28.579801,unknown
373,1061 Piedmont Oaks Dr,Apopka,FL,32703,"1061 Piedmont Oaks Dr, Apopka, FL 32703",Orange,-81.469457,28.664092,unknown
374,2019 Monroe Ave,Alva,FL,33920,"2019 Monroe Ave, Lot 22, Alva, FL 33920",Lee,-81.578309,26.675763,Lot 22
375,104 Tennessee St,Murphy,NC,28906,"104 Tennessee St, Ste A, Murphy, NC 28906",Cherokee,-84.035049,35.08963,Ste A
376,6024 E 11th St,Kansas City,MO,64126,"6024 E 11th St, Kansas City, MO 64126",Jackson,-94.510182,39.099597,unknown
377,303 E Broadway St,Karnes City,TX,78118,"303 E Broadway St, Karnes City, TX 78118",Karnes,-97.898549,28.889107,unknown
378,200 Rhine Village Dr,White Salmon,WA,98672,"200 Rhine Village Dr, Apt 54, White Salmon, WA 98672",Klickitat,-121.467077,45.721941,Apt 54
379,8892 E Sharon Dr,Scottsdale,AZ,85260,"8892 E Sharon Dr, Scottsdale, AZ 85260",Maricopa,-111.889307,33.611241,unknown
380,227 4th Ave N,Texas City,TX,77590,"227 4th Ave N, Texas City, TX 77590",Galveston,-94.897507,29.387996,unknown
381,5224 Prospector Dr,Jonesboro,AR,72405,"5224 Prospector Dr, Jonesboro, AR 72405",Craighead County,-90.63227,35.849947,unknown
382,3198 Glendale St,Monroe,MI,48162,"3198 Glendale St, Monroe, MI 48162",Monroe,-83.314677,41.941582,unknown
383,7408 Derby Ln,Fort Wayne,IN,46815,"7408 Derby Ln, Fort Wayne, IN 46815",Allen,-85.041807,41.099544,unknown
384,4712 Volunteer Dr,Antioch,TN,37013,"4712 Volunteer Dr, Antioch, TN 37013",Davidson,-86.669241,36.071542,unknown
385,3333 W Broad St,Columbus,OH,43204,"3333 W Broad St, Apt 9, Columbus, OH 43204",Franklin,-83.089112,39.954054,Apt 9
386,816 Warwick Dr,Plano,TX,75023,"816 Warwick Dr, Plano, TX 75023",Collin,-96.706483,33.048701,unknown
387,122 Constitution Cir,Clairton,PA,15025,"122 Constitution Cir, Clairton, PA 15025",Allegheny,-79.889506,40.287233,unknown
388,405 Ne 191st St,Miami,FL,33179,"405 Ne 191st St, Apt 208, Miami, FL 33179",Miami-Dade,-80.192353,25.950404,Apt 208
389,2029 O St,Merced,CA,95340,"2029 O St, Merced, CA 95340",Merced,-120.486127,37.306789,unknown
390,3566 Rocky Bottom St,Madera,CA,93637,"3566 Rocky Bottom St, Madera, CA 93637",Madera,-120.107684,36.968248,unknown
391,1189 Bedford Ave,Brooklyn,NY,11216,"1189 Bedford Ave, Apt 2R, Brooklyn, NY 11216",Kings,-73.953492,40.682609,Apt 2R
392,5855 Horton St,Emeryville,CA,94608,"5855 Horton St, Apt 521, Emeryville, CA 94608",Alameda,-122.291573,37.839803,Apt 521
393,7613 Eaglet Ct,Fort Myers,FL,33912,"7613 Eaglet Ct, Fort Myers, FL 33912",Lee,-81.828682,26.530359,unknown
394,61 Runner,Irvine,CA,92620,"61 Runner, Irvine, CA 92620",Orange,-117.744637,33.716061,unknown
395,3216 S Monroe St,Muncie,IN,47302,"3216 S Monroe St, Muncie, IN 47302",Delaware,-85.380212,40.164568,unknown
396,5798 E Robinson Rd,Bloomington,IN,47408,"5798 E Robinson Rd, Bloomington, IN 47408",Monroe,-86.451437,39.245165,unknown
397,416 N Oakhurst Dr,Beverly Hills,CA,90210,"416 N Oakhurst Dr, Apt 106, Beverly Hills, CA 90210",Los Angeles County,-118.390542,34.076643,Apt 106
398,371 Sw 67th Ter,Pembroke Pines,FL,33023,"371 Sw 67th Ter, Pembroke Pines, FL 33023",Broward,-80.22182,26.006882,unknown
399,108 Horse Guards Ln,Columbia,SC,29229,"108 Horse Guards Ln, Columbia, SC 29229",Richland,-80.895695,34.137328,unknown
400,30282 Jericho Dr,Albany,LA,70711,"30282 Jericho Dr, Albany, LA 70711",Livingston,-90.579466,30.527247,unknown
401,75 Voyager Cir,Tooele,UT,84074,"75 Voyager Cir, Tooele, UT 84074",Tooele,-112.306249,40.635062,unknown
402,1961 Lee Rd,Opelika,AL,36804,"1961 Lee Rd, 166, Opelika, AL 36804",Lee,-85.344126,32.563296,166
403,3110 Paul St,Abilene,TX,79606,"3110 Paul St, Abilene, TX 79606",Taylor,-99.815225,32.413147,unknown
404,10609 Towerwood Dr,Fort Worth,TX,76140,"10609 Towerwood Dr, Fort Worth, TX 76140",Tarrant,-97.301823,32.602335,unknown
405,1201 Fall Breeze Dr,Las Vegas,NV,89142,"1201 Fall Breeze Dr, Las Vegas, NV 89142",Clark,-115.05171,36.158386,unknown
406,2355 Mountain View Dr,Dover,PA,17315,"2355 Mountain View Dr, Dover, PA 17315",York,-76.844968,39.990024,unknown
407,11506 Raintree Cir,Houston,TX,77024,"11506 Raintree Cir, Houston, TX 77024",Harris,-95.518332,29.755804,unknown
408,6351 Darlinton Ave,College Station,TX,77845,"6351 Darlinton Ave, College Station, TX 77845",Brazos County,-96.21675,30.53346,unknown
409,6468 Corporate Dr,Houston,TX,77036,"6468 Corporate Dr, Unit 2188, Houston, TX 77036",Harris,-95.551964,29.708055,Unit 2188
410,9600 Royal Ln,Dallas,TX,75243,"9600 Royal Ln, Apt 713, Dallas, TX 75243",Dallas,-96.736686,32.893033,Apt 713
411,407 Hillside Ct,Brooksville,FL,34601,"407 Hillside Ct, Brooksville, FL 34601",Hernando,-82.389836,28.56944,unknown
412,576A Boiling Springs Rd,Lexington,SC,29073,"576A Boiling Springs Rd, Lexington, SC 29073",Lexington,-81.2814,33.8638,unknown
413,5504 E 21st St,Indianapolis,IN,46218,"5504 E 21st St, Indianapolis, IN 46218",Marion,-86.073389,39.796264,unknown
414,PO Box 345,North Hollywood,CA,91603,"PO Box 345, North Hollywood, CA 91603",Los Angeles,-118.3776,34.1681,unknown
415,4 Dell Ct,Windsor Mill,MD,21244,"4 Dell Ct, Windsor Mill, MD 21244",Baltimore,-76.754283,39.345962,unknown
416,4439 Almond St,Philadelphia,PA,19137,"4439 Almond St, Philadelphia, PA 19137",Philadelphia,-75.074806,40.000662,unknown
417,337 Wright St,Lakewood,CO,80228,"337 Wright St, Apt 103, Lakewood, CO 80228",Jefferson,-105.143011,39.721138,Apt 103
418,PO Box 59402,Pittsburgh,PA,15210,"PO Box 59402, Pittsburgh, PA 15210",Allegheny,-79.987829,40.404825,unknown
419,8501 W University Ave,Las Vegas,NV,89147,"8501 W University Ave, Unit 1029, Las Vegas, NV 89147",Clark,-115.277882,36.107678,Unit 1029
420,3860 S Cramer Cir,Bloomington,IN,47403,"3860 S Cramer Cir, Bloomington, IN 47403",Monroe,-86.545798,39.124915,unknown
421,1858 E Smoke Tree Rd,Gilbert,AZ,85296,"1858 E Smoke Tree Rd, Gilbert, AZ 85296",Maricopa,-111.750008,33.341509,unknown
422,6155 Bonfair Ave,Lakewood,CA,90712,"6155 Bonfair Ave, Lakewood, CA 90712",Los Angeles,-118.141198,33.867427,unknown
423,707 Pine Ridge Rd,Beech Mountain,NC,28604,"707 Pine Ridge Rd, Beech Mountain, NC 28604",Watauga County,-81.891959,36.220903,unknown
424,111 Walnut St,Brooklyn,MI,49230,"111 Walnut St, Brooklyn, MI 49230",Lenawee,-84.157527,42.068856,unknown
425,3022 Stone Column Way,Buford,GA,30519,"3022 Stone Column Way, Buford, GA 30519",Gwinnett,-83.951051,34.075173,unknown
426,7203 Roanne Dr,Oxon Hill,MD,20745,"7203 Roanne Dr, Oxon Hill, MD 20745",Prince Georges,-76.995363,38.791265,unknown
427,1405 Harrison Ave,Winston Salem,NC,27105,"1405 Harrison Ave, Winston Salem, NC 27105",Forsyth,-80.256756,36.112963,unknown
428,206 Jo Monni Loop,Statesville,NC,28625,"206 Jo Monni Loop, Statesville, NC 28625",Iredell,-80.97067,35.826759,unknown
429,21 W Garfield St,Seattle,WA,98119,"21 W Garfield St, Seattle, WA 98119",King,-122.357998,47.633346,unknown
430,260 Elm Rd,Newbury Park,CA,91320,"260 Elm Rd, Newbury Park, CA 91320",Ventura,-118.907244,34.173508,unknown
431,11670 Goodhue St NE,Blaine,MN,55449,"11670 Goodhue St NE, Blaine, MN 55449",Anoka,-93.226947,45.181985,unknown
432,370 Hidden Leaf Cir,Sunnyvale,TX,75182,"370 Hidden Leaf Cir, Sunnyvale, TX 75182",Dallas,-96.567794,32.811708,unknown
433,115 Altra Dr,Clarksville,IN,47129,"115 Altra Dr, Clarksville, IN 47129",Clark,-85.770882,38.316285,unknown
434,N82W15847 Apple Valley Dr,Menomonee Falls,WI,53051,"N82W15847 Apple Valley Dr, Apt 2, Menomonee Falls, WI 53051",Waukesha,-88.106985,43.168178,Apt 2
435,917 E Costilla St,Colorado Springs,CO,80903,"917 E Costilla St, Colorado Springs, CO 80903",El Paso,-104.807427,38.827303,unknown
436,68785 Jarana Rd,Cathedral City,CA,92234,"68785 Jarana Rd, Cathedral City, CA 92234",Riverside,-116.461746,33.838245,unknown
437,1401 N Taft St,Arlington,VA,22201,"1401 N Taft St, # 02-0967, Arlington, VA 22201",Arlington County,-77.081383,38.889377,# 02-0967
438,114 W Manta Cv,Savannah,GA,31410,"114 W Manta Cv, Savannah, GA 31410",Chatham,-80.997194,32.042539,unknown
439,2826 Chancery Summit Ct,Houston,TX,77047,"2826 Chancery Summit Ct, Houston, TX 77047",Harris,-95.378854,29.626803,unknown
440,503 South St,Bennington,VT,5201,"503 South St, # B, Bennington, VT 05201",Bennington,-73.196754,42.872396,# B
441,6315 S 24th Pl,Phoenix,AZ,85042,"6315 S 24th Pl, Phoenix, AZ 85042",Maricopa,-112.029063,33.389291,unknown
442,5509 Grand Blvd,New Port Richey,FL,34652,"5509 Grand Blvd, Ste 303, New Port Richey, FL 34652",Pasco,-82.719932,28.239136,Ste 303
443,1635 Morning Dew Dr SW,Byron Center,MI,49315,"1635 Morning Dew Dr SW, Byron Center, MI 49315",Kent,-85.704156,42.817138,unknown
444,230 Nw Harrison St,Pullman,WA,99163,"230 Nw Harrison St, Pullman, WA 99163",Whitman,-117.177683,46.736775,unknown
445,633 Cotton Patch,Schertz,TX,78154,"633 Cotton Patch, Schertz, TX 78154",Guadalupe,-98.274588,29.565515,unknown
446,18015 N 43rd Dr,Glendale,AZ,85308,"18015 N 43rd Dr, Glendale, AZ 85308",Maricopa,-112.152604,33.649773,unknown
447,78330 Via,La Quinta,CA,92253,"78330 Via, Dijon, La Quinta, CA 92253",Riverside,-116.299066,33.724234,Dijon
448,2417 4th Ave,Anoka,MN,55303,"2417 4th Ave, Anoka, MN 55303",Anoka,-93.385714,45.20356,unknown
449,364 Burgundy H,Delray Beach,FL,33484,"364 Burgundy H, Delray Beach, FL 33484",Palm Beach,-80.131791,26.444758,unknown
450,1330 Center Ave,Pittsburgh,PA,15229,"1330 Center Ave, # 2, Pittsburgh, PA 15229",Allegheny,-80.044609,40.51824,# 2
451,6 Riverdale Pkwy,Lebanon,NH,3766,"6 Riverdale Pkwy, Lebanon, NH 03766",Grafton,-72.237211,43.644573,unknown
452,7417 Fairfield Ave,Shreveport,LA,71106,"7417 Fairfield Ave, Shreveport, LA 71106",Caddo,-93.749928,32.43733,unknown
453,420 Hope Rd,Lincolnville,ME,4849,"420 Hope Rd, Lincolnville, ME 04849",Waldo,-69.117712,44.290332,unknown
454,3309 E 43rd St,Indianapolis,IN,46205,"3309 E 43rd St, Indianapolis, IN 46205",Marion,-86.108755,39.83371,unknown
455,6224 Seminole Trl,Mentor,OH,44060,"6224 Seminole Trl, Mentor, OH 44060",Lake,-81.388169,41.70214,unknown
456,544 Waynoka Dr,Lake Waynoka,OH,45171,"544 Waynoka Dr, Lake Waynoka, OH 45171",Brown,-83.779528,38.939789,unknown
457,835 Dublin Dr,Richardson,TX,75080,"835 Dublin Dr, Unit 1, Richardson, TX 75080",Dallas County,-96.762487,32.942707,Unit 1
458,1886 Concert Rd,Deltona,FL,32738,"1886 Concert Rd, Deltona, FL 32738",Volusia,-81.207227,28.916795,unknown
459,201 Galen Dr,Key Biscayne,FL,33149,"201 Galen Dr, Unit 208W, Key Biscayne, FL 33149",Miami-Dade County,-80.162076,25.691342,Unit 208W
460,4806 Virginia Ave,Dallas,TX,75204,"4806 Virginia Ave, Apt 210, Dallas, TX 75204",Dallas,-96.774734,32.804035999999996,Apt 210
461,15587 Sw Oriole Ct,Sherwood,OR,97140,"15587 Sw Oriole Ct, Sherwood, OR 97140",Washington,-122.836952,45.347441,unknown
462,507 N Detroit St,Kenton,OH,43326,"507 N Detroit St, Kenton, OH 43326",Hardin County,-83.609377,40.653857,unknown
463,402 Mossy Rock Dr,Hutto,TX,78634,"402 Mossy Rock Dr, Hutto, TX 78634",Williamson,-97.538212,30.528164,unknown
464,38 Rushford Meade,Granby,CT,6035,"38 Rushford Meade, Granby, CT 06035",Hartford,-72.783058,41.950531,unknown
465,1138 10 Mile Rd,Ranger,WV,25557,"1138 10 Mile Rd, Ranger, WV 25557",Lincoln,-82.221558,38.123959,unknown
466,2917 Creech Rd,Raleigh,NC,27610,"2917 Creech Rd, Apt 309, Raleigh, NC 27610",Wake,-78.606011,35.73866,Apt 309
467,2020 W Brandon Blvd,Brandon,FL,33511,"2020 W Brandon Blvd, Ste 150, Brandon, FL 33511",Hillsborough,-82.317677,27.938561,Ste 150
468,3924 Highview Rd,Charlotte,NC,28210,"3924 Highview Rd, Charlotte, NC 28210",Mecklenburg,-80.829379,35.129635,unknown
469,252 Plainfield Ave,Edison,NJ,8817,"252 Plainfield Ave, Edison, NJ 08817",Middlesex,-74.403294,40.513404,unknown
470,1201 W College St,Canton,TX,75103,"1201 W College St, Apt 9, Canton, TX 75103",Van Zandt,-95.878109,32.554971,Apt 9
471,505 Clouds View Cir,Camillus,NY,13031,"505 Clouds View Cir, Camillus, NY 13031",Onondaga,-76.285214,43.032567,unknown
472,12204 Cardinal Flower Dr,Austin,TX,78739,"12204 Cardinal Flower Dr, Austin, TX 78739",Travis,-97.893306,30.169227,unknown
473,35 Oakland Dr,Jackson,NJ,8527,"35 Oakland Dr, Jackson, NJ 08527",Ocean,-74.289662,40.132559,unknown
474,3107 Sweetviolet Dr,San Ramon,CA,94582,"3107 Sweetviolet Dr, San Ramon, CA 94582",Contra Costa,-121.919415,37.766905,unknown
475,8 Smith St,Northwood,NH,3261,"8 Smith St, Northwood, NH 03261",Rockingham,-71.245139,43.202368,unknown
476,770 S Murphy St,Pahrump,NV,89048,"770 S Murphy St, Pahrump, NV 89048",Nye,-116.076961,36.20816,unknown
477,8629 Whitehead St,Mckinney,TX,75070,"8629 Whitehead St, Mckinney, TX 75070",Collin,-96.730365,33.147791,unknown
478,28 Franklin Ave,Pompton Plains,NJ,7444,"28 Franklin Ave, Pompton Plains, NJ 07444",Morris,-74.298391,40.966313,unknown
479,1077 Winthrop Ave,Revere,MA,2151,"1077 Winthrop Ave, Unit 1077, Revere, MA 02151",Suffolk County,-70.982033,42.392846,Unit 1077
480,PO Box 381333,Miami,FL,33238,"PO Box 381333, Miami, FL 33238",Miami-Dade,-80.2,25.8519,unknown
481,4822 N 193rd Ave,Litchfield Park,AZ,85340,"4822 N 193rd Ave, Litchfield Park, AZ 85340",Maricopa,-112.474087,33.505308,unknown
482,4200 N Saint Marys St,Beeville,TX,78102,"4200 N Saint Marys St, Apt 53, Beeville, TX 78102",Bee,-97.760755,28.437768,Apt 53
483,6229 Cavan Dr,Citrus Heights,CA,95621,"6229 Cavan Dr, Apt 1, Citrus Heights, CA 95621",Sacramento,-121.315494,38.679791,Apt 1
484,El Vista Dr,Hanover,PA,17331,"El Vista Dr, Hanover, PA 17331",York,-76.97779108,39.75456686,unknown
485,1309 N Ash St,Ponca City,OK,74601,"1309 N Ash St, Ponca City, OK 74601",Kay,-97.093908,36.718868,unknown
486,9178 Robin Ct,Saint Louis,MO,63144,"9178 Robin Ct, Saint Louis, MO 63144",Saint Louis,-90.355199,38.628118,unknown
487,8921 Whittingham Dr,Waxhaw,NC,28173,"8921 Whittingham Dr, Waxhaw, NC 28173",Union,-80.800753,35.019401,unknown
488,10050 S Emerald Ave,Chicago,IL,60628,"10050 S Emerald Ave, Chicago, IL 60628",Cook,-87.641811,41.711009,unknown
489,PO Box 1186,Del Valle,TX,78617,"PO Box 1186, Del Valle, TX 78617",Travis,-97.614475,30.15061,unknown
490,226 Treasure Ln,Greensburg,PA,15601,"226 Treasure Ln, Greensburg, PA 15601",Westmoreland County,-79.50109,40.238768,unknown
491,111 E Plum St,Brighton,IL,62012,"111 E Plum St, Brighton, IL 62012",Jersey,-90.139773,39.037692,unknown
492,513 Carriage Dr,West ,VA,25801,"513 Carriage Dr, Beckley, West , VA 25801",Raleigh County,-81.198534,37.789435,Beckley
493,404 Leidy Rd,Souderton,PA,18964,"404 Leidy Rd, Souderton, PA 18964",Montgomery,-75.32166,40.293461,unknown
494,3525 Pebble Beach Rd,Lakeville,NY,14480,"3525 Pebble Beach Rd, Lakeville, NY 14480",Livingston,-77.70765,42.832325,unknown
495,135 W Main St,Apple Creek,OH,44606,"135 W Main St, Apple Creek, OH 44606",Wayne,-81.837758,40.750507999999996,unknown
496,12509 Bright Sky Overlook,Austin,TX,78732,"12509 Bright Sky Overlook, Austin, TX 78732",Travis,-97.905606,30.353792,unknown
497,205 3rd St,Newark,NJ,7107,"205 3rd St, Apt 1, Newark, NJ 07107",Essex,-74.185847,40.754468,Apt 1
498,1090 Bonita Cir,Jonesboro,GA,30238,"1090 Bonita Cir, Jonesboro, GA 30238",Clayton,-84.356484,33.472266,unknown
499,5401 W Wilshire Dr,Phoenix,AZ,85035,"5401 W Wilshire Dr, Phoenix, AZ 85035",Maricopa,-112.175678,33.475303,unknown
